"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"24/01/2025";"1600";"";"";"";"61,0";"62,0";"55,0";"";"";"";"1012,1";"1012,9";"1012,1";"2,8";"78,0";"6,2";"2986,10";"0,0"
"24/01/2025";"1700";"";"";"";"57,0";"62,0";"55,0";"";"";"";"1011,8";"1012,1";"1011,8";"2,5";"85,0";"6,8";"2824,80";"0,0"
"24/01/2025";"1800";"";"";"";"61,0";"63,0";"55,0";"";"";"";"1011,6";"1011,8";"1011,5";"1,5";"73,0";"6,0";"2289,70";"0,0"
"24/01/2025";"1900";"";"";"";"61,0";"65,0";"59,0";"";"";"";"1011,3";"1011,6";"1011,3";"2,6";"81,0";"7,3";"1518,40";"0,0"
"24/01/2025";"2000";"";"";"";"71,0";"71,0";"59,0";"";"";"";"1011,4";"1011,4";"1011,2";"3,3";"86,0";"6,9";"957,40";"0,0"
"24/01/2025";"2100";"";"";"";"70,0";"71,0";"67,0";"";"";"";"1011,8";"1011,8";"1011,4";"1,4";"83,0";"6,1";"240,80";"0,0"
"24/01/2025";"2200";"";"";"";"71,0";"73,0";"70,0";"";"";"";"1012,4";"1012,4";"1011,8";"2,5";"84,0";"6,0";"";"0,0"
"24/01/2025";"2300";"";"";"";"75,0";"75,0";"71,0";"";"";"";"1013,0";"1013,0";"1012,4";"3,4";"87,0";"7,0";"";"0,0"
"25/01/2025";"0000";"";"";"";"72,0";"76,0";"72,0";"";"";"";"1013,7";"1013,7";"1013,0";"3,6";"89,0";"7,0";"";"0,0"
"25/01/2025";"0100";"";"";"";"69,0";"72,0";"68,0";"";"";"";"1014,1";"1014,1";"1013,6";"3,5";"87,0";"6,8";"";"0,0"
"25/01/2025";"0200";"";"";"";"69,0";"72,0";"69,0";"";"";"";"1013,7";"1014,1";"1013,7";"2,9";"85,0";"6,9";"";"0,0"
"25/01/2025";"0300";"";"";"";"69,0";"69,0";"67,0";"";"";"";"1013,2";"1013,8";"1013,1";"3,5";"91,0";"7,0";"";"0,0"
"25/01/2025";"0400";"";"";"";"71,0";"74,0";"69,0";"";"";"";"1012,5";"1013,2";"1012,5";"3,0";"88,0";"7,0";"";"0,0"
"25/01/2025";"0500";"";"";"";"67,0";"74,0";"66,0";"";"";"";"1012,0";"1012,5";"1012,0";"3,5";"89,0";"6,7";"";"0,0"
"25/01/2025";"0600";"";"";"";"68,0";"69,0";"66,0";"";"";"";"1011,9";"1012,0";"1011,8";"2,8";"86,0";"6,7";"";"0,0"
"25/01/2025";"0700";"";"";"";"66,0";"69,0";"64,0";"";"";"";"1012,0";"1012,0";"1011,8";"3,0";"89,0";"6,4";"";"0,0"
"25/01/2025";"0800";"";"";"";"68,0";"68,0";"66,0";"";"";"";"1012,3";"1012,3";"1012,0";"2,4";"86,0";"5,6";"";"0,0"
"25/01/2025";"0900";"";"";"";"77,0";"77,0";"60,0";"";"";"";"1013,1";"1013,1";"1012,2";"2,4";"40,0";"7,0";"14,80";"0,0"
"25/01/2025";"1000";"";"";"";"79,0";"82,0";"77,0";"";"";"";"1013,6";"1013,6";"1013,1";"1,0";"5,0";"4,6";"214,70";"0,4"
"25/01/2025";"1100";"";"";"";"80,0";"85,0";"77,0";"";"";"";"1014,2";"1014,2";"1013,6";"1,2";"340,0";"4,5";"712,40";"0,6"
"25/01/2025";"1200";"";"";"";"69,0";"81,0";"68,0";"";"";"";"1014,6";"1014,6";"1014,2";"1,4";"29,0";"4,3";"949,50";"0,0"
"25/01/2025";"1300";"";"";"";"68,0";"79,0";"66,0";"";"";"";"1014,6";"1014,7";"1014,5";"3,6";"84,0";"6,8";"1774,50";"0,8"
"25/01/2025";"1400";"";"";"";"63,0";"77,0";"60,0";"";"";"";"1014,2";"1014,6";"1014,1";"3,0";"86,0";"7,1";"2060,10";"0,0"
"25/01/2025";"1500";"";"";"";"65,0";"68,0";"62,0";"";"";"";"1013,5";"1014,2";"1013,5";"3,5";"84,0";"6,8";"2918,80";"0,0"
"25/01/2025";"1600";"";"";"";"59,0";"67,0";"59,0";"";"";"";"1012,9";"1013,5";"1012,9";"2,8";"84,0";"6,4";"2947,20";"0,0"
"25/01/2025";"1700";"";"";"";"58,0";"63,0";"57,0";"";"";"";"1012,3";"1012,9";"1012,3";"2,0";"75,0";"6,4";"2789,60";"0,0"
"25/01/2025";"1800";"";"";"";"60,0";"61,0";"54,0";"";"";"";"1012,1";"1012,3";"1012,0";"2,5";"91,0";"6,7";"2350,90";"0,0"
"25/01/2025";"1900";"";"";"";"57,0";"64,0";"54,0";"";"";"";"1011,9";"1012,1";"1011,9";"1,4";"147,0";"6,0";"1621,30";"0,0"
"25/01/2025";"2000";"";"";"";"65,0";"66,0";"57,0";"";"";"";"1012,0";"1012,0";"1011,8";"0,8";"1,0";"4,9";"918,20";"0,0"
"25/01/2025";"2100";"";"";"";"70,0";"70,0";"65,0";"";"";"";"1012,2";"1012,2";"1012,0";"1,3";"69,0";"4,6";"180,20";"0,0"
"25/01/2025";"2200";"";"";"";"71,0";"73,0";"70,0";"";"";"";"1012,6";"1012,6";"1012,2";"2,9";"89,0";"6,7";"";"0,0"
"25/01/2025";"2300";"";"";"";"72,0";"74,0";"71,0";"";"";"";"1013,3";"1013,3";"1012,6";"4,0";"87,0";"8,1";"";"0,0"
"26/01/2025";"0000";"";"";"";"73,0";"75,0";"71,0";"";"";"";"1013,9";"1013,9";"1013,2";"3,5";"90,0";"8,2";"";"0,0"
"26/01/2025";"0100";"";"";"";"72,0";"74,0";"70,0";"";"";"";"1013,8";"1013,9";"1013,7";"4,2";"88,0";"9,5";"";"0,0"
"26/01/2025";"0200";"";"";"";"74,0";"75,0";"71,0";"";"";"";"1013,6";"1013,8";"1013,5";"3,5";"86,0";"7,8";"";"0,0"
"26/01/2025";"0300";"";"";"";"73,0";"74,0";"72,0";"";"";"";"1012,8";"1013,6";"1012,8";"3,5";"84,0";"7,1";"";"0,0"
"26/01/2025";"0400";"";"";"";"73,0";"73,0";"71,0";"";"";"";"1012,4";"1012,8";"1012,4";"2,8";"89,0";"7,3";"";"0,0"
"26/01/2025";"0500";"";"";"";"73,0";"74,0";"72,0";"";"";"";"1012,2";"1012,4";"1012,1";"2,6";"86,0";"5,6";"";"0,0"
"26/01/2025";"0600";"";"";"";"73,0";"74,0";"72,0";"";"";"";"1011,9";"1012,2";"1011,9";"2,5";"91,0";"5,3";"";"0,0"
"26/01/2025";"0700";"";"";"";"74,0";"77,0";"69,0";"";"";"";"1012,0";"1012,2";"1011,9";"2,5";"88,0";"6,1";"";"0,0"
"26/01/2025";"0800";"";"";"";"67,0";"74,0";"67,0";"";"";"";"1012,6";"1012,6";"1011,9";"2,3";"91,0";"5,7";"";"0,0"
"26/01/2025";"0900";"";"";"";"72,0";"74,0";"67,0";"";"";"";"1013,3";"1013,3";"1012,6";"2,7";"87,0";"5,2";"29,10";"0,0"
"26/01/2025";"1000";"";"";"";"66,0";"73,0";"65,0";"";"";"";"1013,9";"1013,9";"1013,2";"2,4";"89,0";"6,1";"546,00";"0,0"
"26/01/2025";"1100";"";"";"";"74,0";"74,0";"63,0";"";"";"";"1014,6";"1014,6";"1013,9";"1,9";"70,0";"4,8";"1059,10";"0,4"
"26/01/2025";"1200";"";"";"";"68,0";"78,0";"65,0";"";"";"";"1014,9";"1014,9";"1014,5";"3,2";"87,0";"5,5";"2037,50";"0,0"
"26/01/2025";"1300";"";"";"";"67,0";"69,0";"62,0";"";"";"";"1014,8";"1015,0";"1014,8";"3,3";"85,0";"5,8";"2534,50";"0,0"
"26/01/2025";"1400";"";"";"";"66,0";"68,0";"58,0";"";"";"";"1014,7";"1014,9";"1014,7";"4,1";"96,0";"6,0";"2825,50";"0,0"
"26/01/2025";"1500";"";"";"";"61,0";"68,0";"59,0";"";"";"";"1014,3";"1014,8";"1014,3";"4,0";"86,0";"7,4";"2976,30";"0,0"
"26/01/2025";"1600";"";"";"";"61,0";"64,0";"59,0";"";"";"";"1013,6";"1014,3";"1013,6";"2,5";"88,0";"7,4";"2933,00";"0,0"
"26/01/2025";"1700";"";"";"";"59,0";"64,0";"57,0";"";"";"";"1012,8";"1013,6";"1012,8";"1,9";"75,0";"5,8";"2932,30";"0,0"
"26/01/2025";"1800";"";"";"";"59,0";"62,0";"57,0";"";"";"";"1012,3";"1012,9";"1012,3";"1,5";"72,0";"5,5";"2386,70";"0,0"
"26/01/2025";"1900";"";"";"";"62,0";"62,0";"56,0";"";"";"";"1011,8";"1012,3";"1011,8";"2,5";"82,0";"6,9";"1772,80";"0,0"
"26/01/2025";"2000";"";"";"";"67,0";"67,0";"61,0";"";"";"";"1011,9";"1012,1";"1011,8";"2,1";"74,0";"6,5";"1054,50";"0,0"
"26/01/2025";"2100";"";"";"";"72,0";"72,0";"67,0";"";"";"";"1012,1";"1012,2";"1011,9";"3,8";"89,0";"7,9";"332,90";"0,0"
"26/01/2025";"2200";"";"";"";"74,0";"75,0";"71,0";"";"";"";"1012,6";"1012,6";"1012,1";"3,5";"88,0";"7,2";"0,90";"0,0"
"26/01/2025";"2300";"";"";"";"75,0";"77,0";"74,0";"";"";"";"1013,0";"1013,0";"1012,5";"3,3";"87,0";"7,4";"";"0,0"
"27/01/2025";"0000";"";"";"";"72,0";"76,0";"71,0";"";"";"";"1013,8";"1013,8";"1012,9";"3,6";"84,0";"7,0";"";"0,0"
"27/01/2025";"0100";"";"";"";"74,0";"75,0";"71,0";"";"";"";"1013,5";"1013,8";"1013,4";"3,8";"88,0";"7,7";"";"0,0"
"27/01/2025";"0200";"";"";"";"73,0";"75,0";"72,0";"";"";"";"1013,1";"1013,5";"1013,1";"3,4";"79,0";"8,0";"";"0,0"
"27/01/2025";"0300";"";"";"";"75,0";"76,0";"72,0";"";"";"";"1012,6";"1013,1";"1012,6";"3,6";"78,0";"8,4";"";"0,0"
"27/01/2025";"0400";"";"";"";"75,0";"77,0";"73,0";"";"";"";"1012,0";"1012,6";"1012,0";"3,5";"86,0";"6,6";"";"0,0"
"27/01/2025";"0500";"";"";"";"74,0";"76,0";"74,0";"";"";"";"1011,7";"1012,0";"1011,6";"3,1";"69,0";"6,1";"";"0,0"
"27/01/2025";"0600";"";"";"";"74,0";"77,0";"73,0";"";"";"";"1011,7";"1011,7";"1011,5";"3,1";"71,0";"6,5";"";"0,0"
"27/01/2025";"0700";"";"";"";"78,0";"78,0";"73,0";"";"";"";"1011,8";"1012,1";"1011,7";"2,1";"32,0";"6,0";"";"0,0"
"27/01/2025";"0800";"";"";"";"83,0";"83,0";"78,0";"";"";"";"1012,1";"1012,1";"1011,8";"2,0";"42,0";"7,4";"";"0,0"
"27/01/2025";"0900";"";"";"";"81,0";"83,0";"81,0";"";"";"";"1012,4";"1012,4";"1012,1";"1,7";"34,0";"4,9";"14,90";"0,0"
"27/01/2025";"1000";"";"";"";"77,0";"82,0";"77,0";"";"";"";"1012,7";"1012,7";"1012,4";"1,7";"44,0";"3,3";"324,50";"0,0"
"27/01/2025";"1100";"";"";"";"72,0";"78,0";"72,0";"";"";"";"1013,2";"1013,2";"1012,7";"2,0";"42,0";"4,1";"1044,30";"0,0"
"27/01/2025";"1200";"";"";"";"68,0";"71,0";"65,0";"";"";"";"1013,5";"1013,5";"1013,2";"3,8";"73,0";"6,5";"2021,30";"0,0"
"27/01/2025";"1300";"";"";"";"63,0";"69,0";"63,0";"";"";"";"1013,5";"1013,7";"1013,5";"3,5";"81,0";"6,5";"2504,80";"0,0"
"27/01/2025";"1400";"";"";"";"60,0";"65,0";"58,0";"";"";"";"1013,5";"1013,6";"1013,4";"3,8";"86,0";"7,3";"2823,00";"0,0"
"27/01/2025";"1500";"";"";"";"63,0";"64,0";"57,0";"";"";"";"1012,8";"1013,5";"1012,7";"4,5";"94,0";"7,3";"3074,40";"0,0"
"27/01/2025";"1600";"";"";"";"64,0";"66,0";"60,0";"";"";"";"1012,3";"1012,8";"1012,3";"4,2";"90,0";"7,4";"2158,00";"0,0"
"27/01/2025";"1700";"";"";"";"61,0";"65,0";"59,0";"";"";"";"1011,9";"1012,3";"1011,9";"4,1";"89,0";"7,7";"2662,50";"0,0"
"27/01/2025";"1800";"";"";"";"65,0";"65,0";"59,0";"";"";"";"1011,0";"1012,0";"1011,0";"4,2";"89,0";"7,6";"2359,80";"0,0"
"27/01/2025";"1900";"";"";"";"66,0";"69,0";"64,0";"";"";"";"1011,0";"1011,0";"1010,8";"3,6";"86,0";"7,3";"1704,50";"0,0"
"27/01/2025";"2000";"";"";"";"70,0";"70,0";"66,0";"";"";"";"1011,1";"1011,1";"1010,9";"3,5";"88,0";"7,1";"822,10";"0,0"
"27/01/2025";"2100";"";"";"";"69,0";"71,0";"67,0";"";"";"";"1011,6";"1011,6";"1011,1";"3,6";"87,0";"7,2";"141,30";"0,0"
"27/01/2025";"2200";"";"";"";"71,0";"74,0";"69,0";"";"";"";"1011,9";"1011,9";"1011,5";"3,4";"87,0";"6,4";"";"0,0"
"27/01/2025";"2300";"";"";"";"73,0";"73,0";"69,0";"";"";"";"1012,6";"1012,6";"1011,9";"3,7";"91,0";"7,0";"";"0,0"
"28/01/2025";"0000";"";"";"";"74,0";"75,0";"73,0";"";"";"";"1013,3";"1013,3";"1012,5";"3,4";"86,0";"6,9";"";"0,0"
"28/01/2025";"0100";"";"";"";"73,0";"74,0";"72,0";"";"";"";"1014,0";"1014,1";"1013,3";"3,1";"78,0";"7,4";"";"0,0"
"28/01/2025";"0200";"";"";"";"74,0";"74,0";"72,0";"";"";"";"1013,5";"1014,1";"1013,5";"2,8";"76,0";"6,8";"";"0,0"
"28/01/2025";"0300";"";"";"";"75,0";"75,0";"73,0";"";"";"";"1013,1";"1013,5";"1013,1";"3,0";"76,0";"6,0";"";"0,0"
"28/01/2025";"0400";"";"";"";"75,0";"76,0";"73,0";"";"";"";"1012,4";"1013,1";"1012,4";"2,8";"80,0";"6,0";"";"0,0"
"28/01/2025";"0500";"";"";"";"74,0";"75,0";"73,0";"";"";"";"1012,0";"1012,4";"1012,0";"2,4";"81,0";"5,6";"";"0,0"
"28/01/2025";"0600";"";"";"";"73,0";"75,0";"73,0";"";"";"";"1011,8";"1012,0";"1011,8";"2,9";"80,0";"5,7";"";"0,0"
"28/01/2025";"0700";"";"";"";"73,0";"74,0";"72,0";"";"";"";"1011,8";"1012,0";"1011,7";"2,9";"72,0";"7,0";"";"0,0"
"28/01/2025";"0800";"";"";"";"72,0";"75,0";"72,0";"";"";"";"1012,2";"1012,2";"1011,8";"2,5";"62,0";"6,1";"";"0,0"
"28/01/2025";"0900";"";"";"";"75,0";"75,0";"72,0";"";"";"";"1012,8";"1012,8";"1012,2";"1,5";"41,0";"4,8";"48,90";"0,0"
"28/01/2025";"1000";"";"";"";"73,0";"76,0";"71,0";"";"";"";"1013,4";"1013,4";"1012,8";"2,3";"39,0";"5,1";"477,90";"0,0"
"28/01/2025";"1100";"";"";"";"65,0";"74,0";"64,0";"";"";"";"1013,7";"1013,7";"1013,4";"3,4";"59,0";"5,8";"1178,40";"0,0"
"28/01/2025";"1200";"";"";"";"61,0";"66,0";"60,0";"";"";"";"1014,0";"1014,1";"1013,7";"3,8";"67,0";"7,2";"2040,00";"0,0"
"28/01/2025";"1300";"";"";"";"60,0";"66,0";"59,0";"";"";"";"1014,2";"1014,2";"1014,0";"3,6";"83,0";"7,2";"2524,30";"0,0"
"28/01/2025";"1400";"";"";"";"60,0";"63,0";"57,0";"";"";"";"1014,0";"1014,3";"1014,0";"4,0";"90,0";"7,4";"2837,40";"0,0"
"28/01/2025";"1500";"";"";"";"63,0";"63,0";"59,0";"";"";"";"1013,3";"1014,0";"1013,3";"4,5";"88,0";"7,0";"2941,40";"0,0"
"28/01/2025";"1600";"";"";"";"62,0";"64,0";"58,0";"";"";"";"1012,4";"1013,3";"1012,4";"3,7";"84,0";"7,7";"2952,20";"0,0"
"28/01/2025";"1700";"";"";"";"65,0";"66,0";"58,0";"";"";"";"1011,5";"1012,4";"1011,5";"4,2";"89,0";"7,9";"2771,70";"0,0"
"28/01/2025";"1800";"";"";"";"65,0";"68,0";"64,0";"";"";"";"1010,7";"1011,6";"1010,7";"4,9";"90,0";"7,9";"2478,50";"0,0"
"28/01/2025";"1900";"";"";"";"68,0";"69,0";"64,0";"";"";"";"1010,4";"1010,7";"1010,3";"4,6";"91,0";"8,8";"1694,80";"0,0"
"28/01/2025";"2000";"";"";"";"71,0";"71,0";"67,0";"";"";"";"1010,1";"1010,4";"1010,0";"4,1";"85,0";"9,3";"967,30";"0,0"
"28/01/2025";"2100";"";"";"";"72,0";"74,0";"71,0";"";"";"";"1010,3";"1010,3";"1010,1";"4,1";"86,0";"7,6";"232,80";"0,0"
"28/01/2025";"2200";"";"";"";"71,0";"73,0";"70,0";"";"";"";"1011,0";"1011,0";"1010,2";"3,6";"86,0";"8,0";"0,10";"0,0"
"28/01/2025";"2300";"";"";"";"71,0";"71,0";"70,0";"";"";"";"1011,7";"1011,7";"1011,0";"4,1";"86,0";"8,3";"";"0,0"
"29/01/2025";"0000";"";"";"";"72,0";"72,0";"69,0";"";"";"";"1012,4";"1012,4";"1011,7";"3,2";"81,0";"7,2";"";"0,0"
"29/01/2025";"0100";"";"";"";"72,0";"73,0";"71,0";"";"";"";"1013,2";"1013,2";"1012,4";"3,5";"85,0";"7,0";"";"0,0"
"29/01/2025";"0200";"";"";"";"72,0";"73,0";"70,0";"";"";"";"1012,7";"1013,2";"1012,7";"3,7";"87,0";"6,6";"";"0,0"
"29/01/2025";"0300";"";"";"";"71,0";"73,0";"71,0";"";"";"";"1012,5";"1012,8";"1012,5";"3,3";"85,0";"6,1";"";"0,0"
"29/01/2025";"0400";"";"";"";"70,0";"73,0";"70,0";"";"";"";"1012,0";"1012,5";"1012,0";"2,9";"87,0";"5,9";"";"0,0"
"29/01/2025";"0500";"";"";"";"70,0";"74,0";"70,0";"";"";"";"1011,3";"1012,0";"1011,3";"2,6";"76,0";"5,6";"";"0,0"
"29/01/2025";"0600";"";"";"";"71,0";"72,0";"69,0";"";"";"";"1011,1";"1011,3";"1011,1";"2,5";"80,0";"5,6";"";"0,0"
"29/01/2025";"0700";"";"";"";"73,0";"74,0";"71,0";"";"";"";"1011,2";"1011,3";"1011,1";"2,2";"79,0";"4,8";"";"0,0"
"29/01/2025";"0800";"";"";"";"72,0";"74,0";"71,0";"";"";"";"1011,6";"1011,6";"1011,2";"2,7";"74,0";"5,7";"";"0,0"
"29/01/2025";"0900";"";"";"";"73,0";"73,0";"71,0";"";"";"";"1012,1";"1012,1";"1011,6";"2,5";"86,0";"5,3";"34,90";"0,0"
"29/01/2025";"1000";"";"";"";"67,0";"74,0";"67,0";"";"";"";"1012,6";"1012,6";"1012,1";"3,1";"88,0";"6,1";"491,40";"0,0"
"29/01/2025";"1100";"";"";"";"63,0";"68,0";"63,0";"";"";"";"1013,2";"1013,2";"1012,6";"3,3";"84,0";"6,1";"1230,90";"0,0"
"29/01/2025";"1200";"";"";"";"63,0";"67,0";"60,0";"";"";"";"1013,8";"1013,8";"1013,2";"4,1";"87,0";"7,0";"2073,80";"0,0"
"29/01/2025";"1300";"";"";"";"62,0";"64,0";"59,0";"";"";"";"1013,8";"1013,9";"1013,7";"4,0";"91,0";"7,9";"2555,90";"0,0"
"29/01/2025";"1400";"";"";"";"62,0";"65,0";"60,0";"";"";"";"1013,6";"1013,8";"1013,5";"4,0";"91,0";"7,9";"2797,30";"0,0"
"29/01/2025";"1500";"";"";"";"65,0";"65,0";"58,0";"";"";"";"1013,0";"1013,7";"1012,9";"4,3";"91,0";"7,4";"2969,90";"0,0"
"29/01/2025";"1600";"";"";"";"64,0";"65,0";"61,0";"";"";"";"1012,1";"1013,0";"1012,1";"4,3";"91,0";"7,5";"2974,50";"0,0"
"29/01/2025";"1700";"";"";"";"62,0";"66,0";"60,0";"";"";"";"1011,1";"1012,2";"1011,1";"5,1";"90,0";"9,3";"2815,20";"0,0"
"29/01/2025";"1800";"";"";"";"63,0";"65,0";"61,0";"";"";"";"1010,7";"1011,2";"1010,6";"4,7";"88,0";"9,0";"2369,40";"0,0"
"29/01/2025";"1900";"";"";"";"65,0";"67,0";"63,0";"";"";"";"1010,4";"1010,8";"1010,3";"4,7";"87,0";"8,4";"1624,70";"0,0"
"29/01/2025";"2000";"";"";"";"67,0";"68,0";"65,0";"";"";"";"1010,4";"1010,5";"1010,3";"4,3";"88,0";"8,4";"913,50";"0,0"
"29/01/2025";"2100";"";"";"";"72,0";"72,0";"66,0";"";"";"";"1010,5";"1010,6";"1010,2";"3,9";"87,0";"8,6";"152,20";"0,0"
"29/01/2025";"2200";"";"";"";"70,0";"72,0";"70,0";"";"";"";"1010,8";"1010,8";"1010,5";"3,8";"85,0";"8,3";"";"0,0"
"29/01/2025";"2300";"";"";"";"71,0";"73,0";"70,0";"";"";"";"1011,4";"1011,4";"1010,8";"3,9";"87,0";"7,5";"";"0,0"
"30/01/2025";"0000";"";"";"";"71,0";"72,0";"70,0";"";"";"";"1012,1";"1012,1";"1011,4";"3,8";"89,0";"7,4";"";"0,0"
"30/01/2025";"0100";"";"";"";"71,0";"72,0";"70,0";"";"";"";"1012,8";"1012,8";"1012,1";"3,4";"84,0";"7,5";"";"0,0"
"30/01/2025";"0200";"";"";"";"74,0";"75,0";"71,0";"";"";"";"1012,7";"1012,9";"1012,7";"3,3";"85,0";"7,3";"";"0,0"
"30/01/2025";"0300";"";"";"";"78,0";"78,0";"74,0";"";"";"";"1012,3";"1012,7";"1012,3";"3,3";"87,0";"7,3";"";"0,0"
"30/01/2025";"0400";"";"";"";"75,0";"78,0";"73,0";"";"";"";"1011,5";"1012,3";"1011,5";"3,0";"83,0";"6,6";"";"0,0"
"30/01/2025";"0500";"";"";"";"74,0";"75,0";"74,0";"";"";"";"1011,1";"1011,5";"1011,1";"3,0";"84,0";"6,5";"";"0,0"
"30/01/2025";"0600";"";"";"";"74,0";"74,0";"72,0";"";"";"";"1010,9";"1011,2";"1010,9";"3,2";"88,0";"6,6";"";"0,0"
"30/01/2025";"0700";"";"";"";"76,0";"77,0";"74,0";"";"";"";"1011,0";"1011,1";"1010,8";"2,3";"80,0";"6,0";"";"0,0"
"30/01/2025";"0800";"";"";"";"77,0";"77,0";"74,0";"";"";"";"1011,2";"1011,3";"1010,9";"1,1";"26,0";"6,4";"";"0,0"
"30/01/2025";"0900";"";"";"";"71,0";"77,0";"71,0";"";"";"";"1011,8";"1011,8";"1011,2";"2,2";"95,0";"5,8";"37,10";"0,0"
"30/01/2025";"1000";"";"";"";"74,0";"74,0";"69,0";"";"";"";"1012,7";"1012,7";"1011,8";"3,2";"84,0";"6,7";"244,20";"0,0"
"30/01/2025";"1100";"";"";"";"65,0";"76,0";"65,0";"";"";"";"1013,2";"1013,3";"1012,7";"4,1";"88,0";"8,0";"1336,20";"0,0"
"30/01/2025";"1200";"";"";"";"60,0";"67,0";"60,0";"";"";"";"1013,6";"1013,7";"1013,2";"4,1";"90,0";"8,1";"1928,50";"0,0"
"30/01/2025";"1300";"";"";"";"57,0";"62,0";"55,0";"";"";"";"1013,8";"1013,9";"1013,6";"4,0";"85,0";"7,3";"2490,90";"0,0"
"30/01/2025";"1400";"";"";"";"59,0";"60,0";"56,0";"";"";"";"1013,7";"1013,9";"1013,7";"3,7";"94,0";"7,0";"2774,50";"0,0"
"30/01/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30/01/2025";"1600";"";"";"";"60,0";"61,0";"57,0";"";"";"";"1012,1";"1013,0";"1012,1";"4,0";"87,0";"6,8";"2960,60";"0,0"
"30/01/2025";"1700";"";"";"";"61,0";"63,0";"59,0";"";"";"";"1011,6";"1012,1";"1011,5";"4,1";"87,0";"7,2";"2827,30";"0,0"
"30/01/2025";"1800";"";"";"";"60,0";"63,0";"60,0";"";"";"";"1011,2";"1011,6";"1011,1";"3,2";"82,0";"7,5";"2380,10";"0,0"
"30/01/2025";"1900";"";"";"";"61,0";"64,0";"59,0";"";"";"";"1011,0";"1011,2";"1010,9";"2,7";"85,0";"7,7";"1741,20";"0,0"
"30/01/2025";"2000";"";"";"";"65,0";"65,0";"61,0";"";"";"";"1010,8";"1011,0";"1010,8";"2,9";"82,0";"6,3";"986,10";"0,0"
"30/01/2025";"2100";"";"";"";"67,0";"68,0";"64,0";"";"";"";"1010,9";"1011,0";"1010,8";"2,7";"84,0";"6,1";"158,90";"0,0"
"30/01/2025";"2200";"";"";"";"69,0";"70,0";"67,0";"";"";"";"1011,3";"1011,3";"1010,9";"2,2";"80,0";"5,9";"";"0,0"
"30/01/2025";"2300";"";"";"";"67,0";"70,0";"66,0";"";"";"";"1011,8";"1011,8";"1011,3";"2,0";"83,0";"5,1";"";"0,0"
"31/01/2025";"0000";"";"";"";"67,0";"70,0";"67,0";"";"";"";"1012,4";"1012,4";"1011,8";"1,5";"80,0";"5,7";"";"0,0"
"31/01/2025";"0100";"";"";"";"66,0";"68,0";"66,0";"";"";"";"1012,8";"1012,9";"1012,3";"3,6";"87,0";"6,5";"";"0,0"
"31/01/2025";"0200";"";"";"";"67,0";"68,0";"64,0";"";"";"";"1012,8";"1013,0";"1012,7";"3,0";"89,0";"7,0";"";"0,0"
"31/01/2025";"0300";"";"";"";"70,0";"70,0";"66,0";"";"";"";"1012,4";"1012,8";"1012,3";"3,0";"86,0";"6,5";"";"0,0"
"31/01/2025";"0400";"";"";"";"71,0";"72,0";"69,0";"";"";"";"1011,8";"1012,4";"1011,8";"2,9";"87,0";"5,8";"";"0,0"
"31/01/2025";"0500";"";"";"";"71,0";"71,0";"70,0";"";"";"";"1011,5";"1011,8";"1011,4";"2,9";"86,0";"5,9";"";"0,0"
"31/01/2025";"0600";"";"";"";"67,0";"71,0";"65,0";"";"";"";"1011,3";"1011,5";"1011,3";"3,5";"90,0";"6,3";"";"0,0"
"31/01/2025";"0700";"";"";"";"67,0";"68,0";"66,0";"";"";"";"1011,4";"1011,4";"1011,2";"2,7";"88,0";"6,3";"";"0,0"
"31/01/2025";"0800";"";"";"";"70,0";"71,0";"67,0";"";"";"";"1011,5";"1011,6";"1011,3";"2,4";"84,0";"4,9";"";"0,0"
"31/01/2025";"0900";"";"";"";"69,0";"71,0";"69,0";"";"";"";"1012,0";"1012,0";"1011,5";"2,5";"85,0";"4,8";"19,10";"0,0"
"31/01/2025";"1000";"";"";"";"65,0";"69,0";"65,0";"";"";"";"1012,6";"1012,6";"1012,0";"2,8";"91,0";"5,2";"475,10";"0,0"
"31/01/2025";"1100";"";"";"";"61,0";"67,0";"60,0";"";"";"";"1012,9";"1012,9";"1012,6";"3,3";"76,0";"5,6";"1124,50";"0,0"
"31/01/2025";"1200";"";"";"";"57,0";"62,0";"55,0";"";"";"";"1013,2";"1013,2";"1012,9";"3,9";"91,0";"6,8";"2011,20";"0,0"
"31/01/2025";"1300";"";"";"";"54,0";"59,0";"54,0";"";"";"";"1012,9";"1013,2";"1012,9";"4,2";"89,0";"8,4";"2589,60";"0,0"
"31/01/2025";"1400";"";"";"";"54,0";"58,0";"51,0";"";"";"";"1012,7";"1012,9";"1012,7";"3,8";"90,0";"7,2";"2846,80";"0,0"
"31/01/2025";"1500";"";"";"";"57,0";"58,0";"52,0";"";"";"";"1012,4";"1012,8";"1012,4";"3,7";"84,0";"7,1";"2958,00";"0,0"
